"id","description","last_updated"
"2708050","Pastry, Chinese, made with rice flour","2024-10-31"
"2708051","Pastry, cookie type, fried","2024-10-31"
"2708052","Pastry, Italian, with cheese","2024-10-31"
"2708053","Pastry, puff","2024-10-31"
"2708054","Pastry, puff, custard or cream filled, iced or not iced","2024-10-31"
"2708055","Cheese pastry puffs","2024-10-31"
"2708056","Pastry, mainly flour and water, fried","2024-10-31"
"2708057","Empanada, fruit","2024-10-31"
"2708058","Breakfast pastry, NFS","2024-10-31"
"2708059","Danish pastry, plain or spice","2024-10-31"
"2708060","Danish pastry, with fruit","2024-10-31"
"2708061","Danish pastry, with cheese","2024-10-31"
"2708062","Doughnut, NFS","2024-10-31"
"2708063","Doughnut, cake type, plain","2024-10-31"
"2708064","Doughnut, chocolate","2024-10-31"
"2708065","Doughnut, cake type, powdered sugar","2024-10-31"
"2708066","Doughnut, cake type, with icing","2024-10-31"
"2708067","Doughnut, cake type, chocolate icing","2024-10-31"
"2708068","Doughnut, chocolate, with chocolate icing","2024-10-31"
"2708069","Doughnut holes","2024-10-31"
"2708070","Churros","2024-10-31"
"2708071","Beignet","2024-10-31"
"2708072","Doughnut, yeast type","2024-10-31"
"2708073","Doughnut, yeast type, with chocolate icing","2024-10-31"
"2708074","Doughnut, jelly","2024-10-31"
"2708075","Doughnut, custard-filled","2024-10-31"
"2708076","Doughnut, custard-filled, with icing","2024-10-31"
"2708077","Breakfast tart","2024-10-31"
"2708078","Breakfast tart, lowfat","2024-10-31"
"2708079","Coffee cake, crumb or quick-bread type","2024-10-31"
"2708080","Coffee cake, crumb or quick-bread type, with fruit","2024-10-31"
"2708081","Coffee cake, crumb or quick-bread type, cheese-filled","2024-10-31"
"2708082","Cereal or granola bar (General Mills Fiber One Chewy Bar)","2024-10-31"
"2708083","Cereal or granola bar (Kellogg's Nutri-Grain Cereal Bar)","2024-10-31"
"2708084","Cereal or granola bar (Kellogg's Nutri-Grain Yogurt Bar)","2024-10-31"
"2708085","Cereal or granola bar (Kellogg's Nutri-Grain Fruit and Nut Bar)","2024-10-31"
"2708086","Milk 'n Cereal bar","2024-10-31"
"2708087","Cereal or granola bar (Kellogg's Special K bar)","2024-10-31"
"2708088","Cereal or granola bar (Kashi Chewy)","2024-10-31"
"2708089","Cereal or granola bar (Kashi Crunchy)","2024-10-31"
"2708090","Cereal or granola bar (KIND Fruit and Nut Bar)","2024-10-31"
"2708091","Cereal or granola bar (General Mills Nature Valley Chewy Trail Mix)","2024-10-31"
"2708092","Cereal or granola bar, with yogurt coating (General Mills Nature Valley Chewy Granola Bar)","2024-10-31"
"2708093","Cereal or granola bar (General Mills Nature Valley Sweet and Salty Granola Bar)","2024-10-31"
"2708094","Cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar)","2024-10-31"
"2708095","Cereal or granola bar (Quaker Chewy Granola Bar)","2024-10-31"
"2708096","Cereal or granola bar (Quaker Chewy 90 Calorie Granola Bar)","2024-10-31"
"2708097","Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)","2024-10-31"
"2708098","Cereal or granola bar (Quaker Chewy Dipps Granola Bar)","2024-10-31"
"2708099","Cereal or granola bar (Quaker Granola Bites)","2024-10-31"
"2708100","Snack bar, oatmeal","2024-10-31"
"2708101","Cereal or Granola bar, NFS","2024-10-31"
"2708102","Cereal or granola bar, lowfat, NFS","2024-10-31"
"2708103","Cereal or granola bar, nonfat","2024-10-31"
"2708104","Cereal or granola bar, reduced sugar, NFS","2024-10-31"
"2708105","Cereal or granola bar, fruit and nut","2024-10-31"
"2708106","Cereal or granola bar, peanuts , oats, sugar, wheat germ","2024-10-31"
"2708107","Cereal or granola bar, chocolate coated, NFS","2024-10-31"
"2708108","Cereal or granola bar, with coconut, chocolate coated","2024-10-31"
"2708109","Cereal or granola bar with nuts, chocolate coated","2024-10-31"
"2708110","Cereal or granola bar, oats, nuts, coated with non-chocolate coating","2024-10-31"
"2708111","Cereal or granola bar, coated with non-chocolate coating","2024-10-31"
"2708112","Cereal or granola bar, high fiber, coated with non-chocolate yogurt coating","2024-10-31"
"2708113","Cereal or granola bar, with rice cereal","2024-10-31"
"2708114","Breakfast bar, NFS","2024-10-31"
"2708115","Breakfast bar, date, with yogurt coating","2024-10-31"
"2708116","Breakfast bar, cereal crust with fruit filling, lowfat","2024-10-31"
"2708117","Nutrition bar (Balance Original Bar)","2024-10-31"
"2708118","Nutrition bar (Clif Bar)","2024-10-31"
"2708119","Nutrition bar (Clif Kids Organic Zbar)","2024-10-31"
"2708120","Nutrition bar (PowerBar)","2024-10-31"
"2708121","Nutrition bar (Slim Fast Original Meal Bar)","2024-10-31"
"2708122","Nutrition bar (Snickers Marathon Protein Bar)","2024-10-31"
"2708123","Nutrition bar (South Beach Living Meal Bar)","2024-10-31"
"2708124","Nutrition bar (South Beach Living High Protein Bar)","2024-10-31"
"2708125","Nutrition bar (Tiger's Milk)","2024-10-31"
"2708126","Nutrition bar (Zone Perfect Classic Crunch)","2024-10-31"
"2708127","Nutrition bar or meal replacement bar, NFS","2024-10-31"
"2708128","Baby Toddler snack, NFS","2024-10-31"
"2708129","Baby Toddler bar","2024-10-31"
"2708130","Baby Toddler cookie","2024-10-31"
"2708131","Baby Toddler biscuit","2024-10-31"
"2708132","Crackers, NFS","2024-10-31"
"2708133","Graham crackers","2024-10-31"
"2708134","Graham crackers (Teddy Grahams)","2024-10-31"
"2708135","Graham crackers, chocolate covered","2024-10-31"
"2708136","Crackers, oatmeal","2024-10-31"
"2708137","Crackers, Cuban","2024-10-31"
"2708138","Graham crackers, reduced fat","2024-10-31"
"2708139","Graham crackers, sandwich, with filling","2024-10-31"
"2708140","Crackers, breakfast biscuit","2024-10-31"
"2708141","Crackers, butter, reduced sodium","2024-10-31"
"2708142","Crackers, matzo, reduced sodium","2024-10-31"
"2708143","Crackers, saltine, reduced sodium","2024-10-31"
"2708144","Crackers, wheat, reduced sodium","2024-10-31"
"2708145","Crackers, woven wheat, reduced sodium","2024-10-31"
"2708146","Crackers, butter, plain","2024-10-31"
"2708147","Crackers, butter, flavored","2024-10-31"
"2708148","Crackers, butter (Ritz)","2024-10-31"
"2708149","Crackers, butter, reduced fat","2024-10-31"
"2708150","Crackers, cheese","2024-10-31"
"2708151","Crackers, cheese (Cheez-It)","2024-10-31"
"2708152","Crackers, cheese (Goldfish)","2024-10-31"
"2708153","Crackers, cheese, reduced fat","2024-10-31"
"2708154","Crackers, cheese, reduced sodium","2024-10-31"
"2708155","Crackers, cheese, whole grain","2024-10-31"
"2708156","Crackers, crispbread","2024-10-31"
"2708157","Crackers, flatbread","2024-10-31"
"2708158","Crackers, matzo","2024-10-31"
"2708159","Crackers, milk","2024-10-31"
"2708160","Crackers, oyster","2024-10-31"
"2708161","Chips, rice","2024-10-31"
"2708162","Rice cake","2024-10-31"
"2708163","Crackers, rice","2024-10-31"
"2708164","Crackers, rice and nuts","2024-10-31"
"2708165","Popcorn cake","2024-10-31"
"2708166","Rice paper","2024-10-31"
"2708167","Crackers, saltine","2024-10-31"
"2708168","Crackers, saltine, reduced fat","2024-10-31"
"2708169","Crackers, saltine, multigrain","2024-10-31"
"2708170","Crackers, multigrain","2024-10-31"
"2708171","Crackers, sandwich","2024-10-31"
"2708172","Crackers, sandwich, peanut butter filled","2024-10-31"
"2708173","Crackers, sandwich, peanut butter filled (Ritz)","2024-10-31"
"2708174","Crackers, sandwich, reduced fat, peanut butter filled","2024-10-31"
"2708175","Crackers, whole grain, sandwich, peanut butter filled","2024-10-31"
"2708176","Crackers, sandwich, cheese filled","2024-10-31"
"2708177","Crackers, sandwich, cheese filled (Ritz)","2024-10-31"
"2708178","Crackers, water","2024-10-31"
"2708179","Crackers, wonton","2024-10-31"
"2708180","Crackers, woven wheat","2024-10-31"
"2708181","Crackers, woven wheat, plain (Triscuit)","2024-10-31"
"2708182","Crackers, woven wheat, flavored (Triscuit)","2024-10-31"
"2708183","Crackers, woven wheat, reduced fat","2024-10-31"
"2708184","Crackers, wheat","2024-10-31"
"2708185","Crackers, wheat, plain (Wheat Thins)","2024-10-31"
"2708186","Crackers, wheat, flavored (Wheat Thins)","2024-10-31"
"2708187","Crackers, wheat, reduced fat","2024-10-31"
"2708188","Crackers, gluten free, plain","2024-10-31"
"2708189","Crackers, gluten free, flavored","2024-10-31"
"2708190","Baby Toddler crackers","2024-10-31"
"2708191","Baby Toddler puffs, fruit","2024-10-31"
"2708192","Baby Toddler puffs, vegetable","2024-10-31"
"2708193","Baby Toddler crunchies","2024-10-31"
"2708194","Baby Toddler wheels","2024-10-31"
"2708195","Corn nuts","2024-10-31"
"2708196","Corn chips, plain","2024-10-31"
"2708197","Corn chips, flavored","2024-10-31"
"2708198","Corn chips, plain (Fritos)","2024-10-31"
"2708199","Corn chips, flavored (Fritos)","2024-10-31"
"2708200","Cheese flavored corn snacks","2024-10-31"
"2708201","Cheese flavored corn snacks, reduced fat","2024-10-31"
"2708202","Tortilla chips, plain","2024-10-31"
"2708203","Cheese flavored corn snacks (Cheetos)","2024-10-31"
"2708204","Tortilla chips, flavored","2024-10-31"
"2708205","Corn chips, reduced sodium","2024-10-31"
"2708206","Tortilla chips, nacho cheese flavor (Doritos)","2024-10-31"
"2708207","Tortilla chips, cool ranch flavor (Doritos)","2024-10-31"
"2708208","Tortilla chips, other flavors (Doritos)","2024-10-31"
"2708209","Tortilla chips, reduced fat, plain","2024-10-31"
"2708210","Tortilla chips, reduced fat, flavored","2024-10-31"
"2708211","Tortilla chips, low fat, unsalted","2024-10-31"
"2708212","Tortilla chips, reduced sodium","2024-10-31"
"2708213","Snack mix","2024-10-31"
"2708214","Potato chips, restructured, multigrain","2024-10-31"
"2708215","Pita chips","2024-10-31"
"2708216","Popcorn, NFS","2024-10-31"
"2708217","Popcorn, movie theater, with added butter","2024-10-31"
"2708218","Popcorn, movie theater, no butter added","2024-10-31"
"2708219","Popcorn, air-popped, no butter added","2024-10-31"
"2708220","Popcorn, air-popped, with added butter","2024-10-31"
"2708221","Popcorn, popped in oil, no butter added","2024-10-31"
"2708222","Popcorn, popped in oil, with added butter","2024-10-31"
"2708223","Popcorn, microwave, NFS","2024-10-31"
"2708224","Popcorn, microwave, plain","2024-10-31"
"2708225","Popcorn, microwave, plain, light","2024-10-31"
"2708226","Popcorn, microwave, low sodium","2024-10-31"
"2708227","Popcorn, microwave, butter flavored","2024-10-31"
"2708228","Popcorn, microwave, flavored, light","2024-10-31"
"2708229","Popcorn, microwave, cheese flavored","2024-10-31"
"2708230","Popcorn, microwave, kettle","2024-10-31"
"2708231","Popcorn, ready-to-eat, NFS","2024-10-31"
"2708232","Popcorn, ready-to-eat, plain","2024-10-31"
"2708233","Popcorn, ready-to-eat, plain, light","2024-10-31"
"2708234","Popcorn, ready-to-eat, low sodium","2024-10-31"
"2708235","Popcorn, ready-to-eat, butter flavored","2024-10-31"
"2708236","Popcorn, ready-to-eat, cheese flavored","2024-10-31"
"2708237","Popcorn, ready-to-eat, flavored, light","2024-10-31"
"2708238","Popcorn, ready-to-eat, kettle","2024-10-31"
"2708239","Popcorn, caramel coated","2024-10-31"
"2708240","Popcorn, caramel coated, with nuts","2024-10-31"
"2708241","Popcorn, chocolate coated","2024-10-31"
"2708242","Popcorn chips, plain","2024-10-31"
"2708243","Popcorn chips, other flavors","2024-10-31"
"2708244","Popcorn chips, sweet flavors","2024-10-31"
"2708245","Onion flavored rings","2024-10-31"
"2708246","Shrimp chips","2024-10-31"
"2708247","Pretzels, NFS","2024-10-31"
"2708248","Pretzels, hard, NFS","2024-10-31"
"2708249","Pretzels, hard, plain, salted","2024-10-31"
"2708250","Pretzels, hard, plain, lightly salted","2024-10-31"
"2708251","Pretzels, hard, plain, unsalted","2024-10-31"
"2708252","Pretzels, hard, flavored","2024-10-31"
"2708253","Pretzels, hard, multigrain","2024-10-31"
"2708254","Pretzels, hard, plain, gluten free","2024-10-31"
"2708255","Pretzels, hard, flavored, gluten free","2024-10-31"
"2708256","Pretzel chips, hard, plain","2024-10-31"
"2708257","Pretzel chips, hard, flavored","2024-10-31"
"2708258","Pretzel chips, hard, gluten free","2024-10-31"
"2708259","Pretzels, hard, coated, NFS","2024-10-31"
"2708260","Pretzels, hard, chocolate coated","2024-10-31"
"2708261","Pretzels, hard, white chocolate coated","2024-10-31"
"2708262","Pretzels, hard, yogurt coated","2024-10-31"
"2708263","Pretzels, hard, coated, gluten free","2024-10-31"
"2708264","Pretzels, hard, filled, NFS","2024-10-31"
"2708265","Pretzels, hard, cheese filled","2024-10-31"
"2708266","Pretzels, hard, peanut butter filled","2024-10-31"
"2708267","Pretzels, soft, NFS","2024-10-31"
"2708268","Pretzels, soft, ready-to-eat, NFS","2024-10-31"
"2708269","Pretzels, soft, ready-to-eat, salted, buttered","2024-10-31"
"2708270","Pretzels, soft, ready-to-eat, unsalted, buttered","2024-10-31"
"2708271","Pretzels, soft, ready-to-eat, salted, no butter","2024-10-31"
"2708272","Pretzels, soft, ready-to-eat, unsalted, no butter","2024-10-31"
"2708273","Pretzels, soft, ready-to-eat, cinnamon sugar coated","2024-10-31"
"2708274","Pretzels, soft, ready-to-eat, coated or flavored","2024-10-31"
"2708275","Pretzels, soft, ready-to-eat, topped with meat","2024-10-31"
"2708276","Pretzels, soft, ready-to-eat, topped with cheese","2024-10-31"
"2708277","Pretzels, soft, from frozen, NFS","2024-10-31"
"2708278","Pretzels, soft, from frozen, salted","2024-10-31"
"2708279","Pretzels, soft, from frozen, unsalted","2024-10-31"
"2708280","Pretzels, soft, from frozen, cinnamon sugar coated","2024-10-31"
"2708281","Pretzels, soft, from frozen, coated or flavored","2024-10-31"
"2708282","Pretzels, soft, from frozen, topped with meat","2024-10-31"
"2708283","Pretzels, soft, from frozen, topped with cheese","2024-10-31"
"2708284","Pretzels, soft, filled with cheese","2024-10-31"
"2708285","Pretzels, soft, from school lunch","2024-10-31"
"2708286","Pretzels, soft, multigrain","2024-10-31"
"2708287","Pretzels, soft, gluten free","2024-10-31"
"2708288","Pretzels, soft, gluten free, cinnamon sugar coated","2024-10-31"
"2708289","Pretzels, soft, gluten free, coated or flavored","2024-10-31"
"2708290","Multigrain chips (Sun Chips)","2024-10-31"
"2708291","Snack mix, plain (Chex Mix)","2024-10-31"
"2708292","Bagel chips","2024-10-31"
"2708293","Cracker chips","2024-10-31"
"2708294","Pancakes, NFS","2024-10-31"
"2708295","Pancakes, plain, frozen","2024-10-31"
"2708296","Pancakes, fruit, frozen","2024-10-31"
"2708297","Pancakes, chocolate, frozen","2024-10-31"
"2708298","Pancakes, whole grain, frozen","2024-10-31"
"2708299","Pancakes, plain, fast food / restaurant","2024-10-31"
"2708300","Pancakes, fruit, fast food / restaurant","2024-10-31"
"2708301","Pancakes, chocolate, fast food / restaurant","2024-10-31"
"2708302","Pancakes, whole grain, fast food / restaurant","2024-10-31"
"2708303","Pancakes, school","2024-10-31"
"2708304","Pancakes, plain","2024-10-31"
"2708305","Pancakes, plain, reduced fat","2024-10-31"
"2708306","Pancakes, fruit","2024-10-31"
"2708307","Pancakes, pumpkin","2024-10-31"
"2708308","Pancakes, chocolate","2024-10-31"
"2708309","Pancakes, whole grain","2024-10-31"
"2708310","Pancakes, whole grain, reduced fat","2024-10-31"
"2708311","Pancakes, gluten free","2024-10-31"
"2708312","Waffle, NFS","2024-10-31"
"2708313","Waffle, plain, frozen","2024-10-31"
"2708314","Waffle, plain, reduced fat","2024-10-31"
"2708315","Waffle, fruit, frozen","2024-10-31"
"2708316","Waffle, chocolate, frozen","2024-10-31"
"2708317","Waffle, whole grain, frozen","2024-10-31"
"2708318","Waffle, whole grain, reduced fat","2024-10-31"
"2708319","Waffle, whole grain, fruit, frozen","2024-10-31"
"2708320","Waffle, plain, fast food / restaurant","2024-10-31"
"2708321","Waffle, chocolate, fast food / restaurant","2024-10-31"
"2708322","Waffle, fruit, fast food / restaurant","2024-10-31"
"2708323","Waffle, whole grain, fast food / restaurant","2024-10-31"
"2708324","Waffle, school","2024-10-31"
"2708325","Waffle, plain","2024-10-31"
"2708326","Waffle, fruit","2024-10-31"
"2708327","Waffle, chocolate","2024-10-31"
"2708328","Waffle, cinnamon","2024-10-31"
"2708329","Waffle, whole grain","2024-10-31"
"2708330","Waffle, gluten free","2024-10-31"
"2708331","French toast, NFS","2024-10-31"
"2708332","French toast, frozen","2024-10-31"
"2708333","French toast, fast food / restaurant","2024-10-31"
"2708334","French toast, school","2024-10-31"
"2708335","French toast, plain","2024-10-31"
"2708336","French toast, whole grain","2024-10-31"
"2708337","French toast, gluten free","2024-10-31"
"2708338","French toast sticks","2024-10-31"
"2708339","French toast sticks, fast food / restaurant","2024-10-31"
"2708340","French toast sticks, school","2024-10-31"
"2708341","Crepe, NFS","2024-10-31"
"2708342","Crepe, plain","2024-10-31"
"2708343","Chinese pancake","2024-10-31"
"2708344","Dumpling, no meat","2024-10-31"
"2708345","Cake made with glutinous rice","2024-10-31"
"2708346","Idli","2024-10-31"
"2708347","Dosa, plain","2024-10-31"
"2708348","Cake made with glutinous rice and dried beans","2024-10-31"
"2708349","Funnel cake with sugar","2024-10-31"
