"fdc_id","data_type","description","food_category_id","publication_date"
"2708250","survey_fndds_food","Pretzels, hard, plain, lightly salted","5008","2022-10-28"
"2708251","survey_fndds_food","Pretzels, hard, plain, unsalted","5008","2022-10-28"
"2708252","survey_fndds_food","Pretzels, hard, flavored","5008","2022-10-28"
"2708253","survey_fndds_food","Pretzels, hard, multigrain","5008","2022-10-28"
"2708254","survey_fndds_food","Pretzels, hard, plain, gluten free","5008","2022-10-28"
"2708255","survey_fndds_food","Pretzels, hard, flavored, gluten free","5008","2022-10-28"
"2708256","survey_fndds_food","Pretzel chips, hard, plain","5008","2022-10-28"
"2708257","survey_fndds_food","Pretzel chips, hard, flavored","5008","2022-10-28"
"2708258","survey_fndds_food","Pretzel chips, hard, gluten free","5008","2022-10-28"
"2708259","survey_fndds_food","Pretzels, hard, coated, NFS","5008","2022-10-28"
"2708260","survey_fndds_food","Pretzels, hard, chocolate coated","5008","2022-10-28"
"2708261","survey_fndds_food","Pretzels, hard, white chocolate coated","5008","2022-10-28"
"2708262","survey_fndds_food","Pretzels, hard, yogurt coated","5008","2022-10-28"
"2708263","survey_fndds_food","Pretzels, hard, coated, gluten free","5008","2022-10-28"
"2708264","survey_fndds_food","Pretzels, hard, filled, NFS","5008","2022-10-28"
"2708265","survey_fndds_food","Pretzels, hard, cheese filled","5008","2022-10-28"
"2708266","survey_fndds_food","Pretzels, hard, peanut butter filled","5008","2022-10-28"
"2708267","survey_fndds_food","Pretzels, soft, NFS","5008","2022-10-28"
"2708268","survey_fndds_food","Pretzels, soft, ready-to-eat, NFS","5008","2022-10-28"
"2708269","survey_fndds_food","Pretzels, soft, ready-to-eat, salted, buttered","5008","2022-10-28"
"2708270","survey_fndds_food","Pretzels, soft, ready-to-eat, unsalted, buttered","5008","2022-10-28"
"2708271","survey_fndds_food","Pretzels, soft, ready-to-eat, salted, no butter","5008","2022-10-28"
"2708272","survey_fndds_food","Pretzels, soft, ready-to-eat, unsalted, no butter","5008","2022-10-28"
"2708273","survey_fndds_food","Pretzels, soft, ready-to-eat, cinnamon sugar coated","5008","2022-10-28"
"2708274","survey_fndds_food","Pretzels, soft, ready-to-eat, coated or flavored","5008","2022-10-28"
"2708275","survey_fndds_food","Pretzels, soft, ready-to-eat, topped with meat","5008","2022-10-28"
"2708276","survey_fndds_food","Pretzels, soft, ready-to-eat, topped with cheese","5008","2022-10-28"
"2708277","survey_fndds_food","Pretzels, soft, from frozen, NFS","5008","2022-10-28"
"2708278","survey_fndds_food","Pretzels, soft, from frozen, salted","5008","2022-10-28"
"2708279","survey_fndds_food","Pretzels, soft, from frozen, unsalted","5008","2022-10-28"
"2708280","survey_fndds_food","Pretzels, soft, from frozen, cinnamon sugar coated","5008","2022-10-28"
"2708281","survey_fndds_food","Pretzels, soft, from frozen, coated or flavored","5008","2022-10-28"
"2708282","survey_fndds_food","Pretzels, soft, from frozen, topped with meat","5008","2022-10-28"
"2708283","survey_fndds_food","Pretzels, soft, from frozen, topped with cheese","5008","2022-10-28"
"2708284","survey_fndds_food","Pretzels, soft, filled with cheese","5008","2022-10-28"
"2708285","survey_fndds_food","Pretzels, soft, from school lunch","5008","2022-10-28"
"2708286","survey_fndds_food","Pretzels, soft, multigrain","5008","2022-10-28"
"2708287","survey_fndds_food","Pretzels, soft, gluten free","5008","2022-10-28"
"2708288","survey_fndds_food","Pretzels, soft, gluten free, cinnamon sugar coated","5008","2022-10-28"
"2708289","survey_fndds_food","Pretzels, soft, gluten free, coated or flavored","5008","2022-10-28"
"2708290","survey_fndds_food","Multigrain chips (Sun Chips)","5004","2022-10-28"
"2708291","survey_fndds_food","Snack mix, plain (Chex Mix)","5008","2022-10-28"
"2708292","survey_fndds_food","Bagel chips","5202","2022-10-28"
"2708293","survey_fndds_food","Cracker chips","5004","2022-10-28"
"2708294","survey_fndds_food","Pancakes, NFS","4404","2022-10-28"
"2708295","survey_fndds_food","Pancakes, plain, frozen","4404","2022-10-28"
"2708296","survey_fndds_food","Pancakes, fruit, frozen","4404","2022-10-28"
"2708297","survey_fndds_food","Pancakes, chocolate, frozen","4404","2022-10-28"
"2708298","survey_fndds_food","Pancakes, whole grain, frozen","4404","2022-10-28"
"2708299","survey_fndds_food","Pancakes, plain, fast food / restaurant","4404","2022-10-28"
"2708300","survey_fndds_food","Pancakes, fruit, fast food / restaurant","4404","2022-10-28"
"2708301","survey_fndds_food","Pancakes, chocolate, fast food / restaurant","4404","2022-10-28"
"2708302","survey_fndds_food","Pancakes, whole grain, fast food / restaurant","4404","2022-10-28"
"2708303","survey_fndds_food","Pancakes, school","4404","2022-10-28"
"2708304","survey_fndds_food","Pancakes, plain","4404","2022-10-28"
"2708305","survey_fndds_food","Pancakes, plain, reduced fat","4404","2022-10-28"
"2708306","survey_fndds_food","Pancakes, fruit","4404","2022-10-28"
"2708307","survey_fndds_food","Pancakes, pumpkin","4404","2022-10-28"
"2708308","survey_fndds_food","Pancakes, chocolate","4404","2022-10-28"
"2708309","survey_fndds_food","Pancakes, whole grain","4404","2022-10-28"
"2708310","survey_fndds_food","Pancakes, whole grain, reduced fat","4404","2022-10-28"
"2708311","survey_fndds_food","Pancakes, gluten free","4404","2022-10-28"
"2708312","survey_fndds_food","Waffle, NFS","4404","2022-10-28"
"2708313","survey_fndds_food","Waffle, plain, frozen","4404","2022-10-28"
"2708314","survey_fndds_food","Waffle, plain, reduced fat","4404","2022-10-28"
"2708315","survey_fndds_food","Waffle, fruit, frozen","4404","2022-10-28"
"2708316","survey_fndds_food","Waffle, chocolate, frozen","4404","2022-10-28"
"2708317","survey_fndds_food","Waffle, whole grain, frozen","4404","2022-10-28"
"2708318","survey_fndds_food","Waffle, whole grain, reduced fat","4404","2022-10-28"
"2708319","survey_fndds_food","Waffle, whole grain, fruit, frozen","4404","2022-10-28"
"2708320","survey_fndds_food","Waffle, plain, fast food / restaurant","4404","2022-10-28"
"2708321","survey_fndds_food","Waffle, chocolate, fast food / restaurant","4404","2022-10-28"
"2708322","survey_fndds_food","Waffle, fruit, fast food / restaurant","4404","2022-10-28"
"2708323","survey_fndds_food","Waffle, whole grain, fast food / restaurant","4404","2022-10-28"
"2708324","survey_fndds_food","Waffle, school","4404","2022-10-28"
"2708325","survey_fndds_food","Waffle, plain","4404","2022-10-28"
"2708326","survey_fndds_food","Waffle, fruit","4404","2022-10-28"
"2708327","survey_fndds_food","Waffle, chocolate","4404","2022-10-28"
"2708328","survey_fndds_food","Waffle, cinnamon","4404","2022-10-28"
"2708329","survey_fndds_food","Waffle, whole grain","4404","2022-10-28"
"2708330","survey_fndds_food","Waffle, gluten free","4404","2022-10-28"
"2708331","survey_fndds_food","French toast, NFS","4404","2022-10-28"
"2708332","survey_fndds_food","French toast, frozen","4404","2022-10-28"
"2708333","survey_fndds_food","French toast, fast food / restaurant","4404","2022-10-28"
"2708334","survey_fndds_food","French toast, school","4404","2022-10-28"
"2708335","survey_fndds_food","French toast, plain","4404","2022-10-28"
"2708336","survey_fndds_food","French toast, whole grain","4404","2022-10-28"
"2708337","survey_fndds_food","French toast, gluten free","4404","2022-10-28"
"2708338","survey_fndds_food","French toast sticks","4404","2022-10-28"
"2708339","survey_fndds_food","French toast sticks, fast food / restaurant","4404","2022-10-28"
"2708340","survey_fndds_food","French toast sticks, school","4404","2022-10-28"
"2708341","survey_fndds_food","Crepe, NFS","4404","2022-10-28"
"2708342","survey_fndds_food","Crepe, plain","4404","2022-10-28"
"2708343","survey_fndds_food","Chinese pancake","4404","2022-10-28"
"2708344","survey_fndds_food","Dumpling, no meat","4402","2022-10-28"
"2708345","survey_fndds_food","Cake made with glutinous rice","3202","2022-10-28"
"2708346","survey_fndds_food","Idli","3202","2022-10-28"
"2708347","survey_fndds_food","Dosa, plain","4404","2022-10-28"
"2708348","survey_fndds_food","Cake made with glutinous rice and dried beans","3202","2022-10-28"
"2708349","survey_fndds_food","Funnel cake with sugar","5506","2022-10-28"
"2708350","survey_fndds_food","Funnel cake with sugar and fruit","5506","2022-10-28"
"2708351","survey_fndds_food","Pasta, vegetable, cooked","4004","2022-10-28"
"2708352","survey_fndds_food","Noodles, cooked","4004","2022-10-28"
"2708353","survey_fndds_food","Noodles, whole grain, cooked","4004","2022-10-28"
"2708354","survey_fndds_food","Noodles, chow mein","5202","2022-10-28"
"2708355","survey_fndds_food","Long rice noodles, made from mung beans, cooked","4004","2022-10-28"
"2708356","survey_fndds_food","Rice noodles, cooked","4004","2022-10-28"
"2708357","survey_fndds_food","Pasta, cooked","4004","2022-10-28"
"2708358","survey_fndds_food","Pasta, whole grain, cooked","4004","2022-10-28"
"2708359","survey_fndds_food","Pasta, gluten free","4004","2022-10-28"
"2708360","survey_fndds_food","Cereal, cooked, NFS","4804","2022-10-28"
"2708361","survey_fndds_food","Barley","4004","2022-10-28"
"2708362","survey_fndds_food","Buckwheat groats","4004","2022-10-28"
"2708363","survey_fndds_food","Grits, NFS","4804","2022-10-28"
"2708364","survey_fndds_food","Grits, regular or quick, made with water, NS as to fat","4804","2022-10-28"
"2708365","survey_fndds_food","Grits, regular or quick, made with water, no added fat","4804","2022-10-28"
"2708366","survey_fndds_food","Grits, regular or quick, made with water, fat added","4804","2022-10-28"
"2708367","survey_fndds_food","Grits, with cheese, NS as to fat","4804","2022-10-28"
"2708368","survey_fndds_food","Grits, with cheese, no added fat","4804","2022-10-28"
"2708369","survey_fndds_food","Grits, with cheese, fat added","4804","2022-10-28"
"2708370","survey_fndds_food","Grits, instant, made with water, no added fat","4804","2022-10-28"
"2708371","survey_fndds_food","Grits, instant, made with water, fat added","4804","2022-10-28"
"2708372","survey_fndds_food","Grits, instant, made with water, NS as to fat","4804","2022-10-28"
"2708373","survey_fndds_food","Cornmeal mush, NS as to fat","4804","2022-10-28"
"2708374","survey_fndds_food","Cornmeal mush, no added fat","4804","2022-10-28"
"2708375","survey_fndds_food","Cornmeal mush, fat added","4804","2022-10-28"
"2708376","survey_fndds_food","Masa harina, cooked","4804","2022-10-28"
"2708377","survey_fndds_food","Millet","4004","2022-10-28"
"2708378","survey_fndds_food","Oatmeal, fast food, plain","4802","2022-10-28"
"2708379","survey_fndds_food","Oatmeal, fast food, flavored","4802","2022-10-28"
"2708380","survey_fndds_food","Oatmeal, NFS","4802","2022-10-28"
"2708381","survey_fndds_food","Oatmeal, regular or quick, made with water, no added fat","4802","2022-10-28"
"2708382","survey_fndds_food","Oatmeal, regular or quick, made with water, fat added","4802","2022-10-28"
"2708383","survey_fndds_food","Oatmeal, regular or quick, made with milk, no added fat","4802","2022-10-28"
"2708384","survey_fndds_food","Oatmeal, regular or quick, made with milk, fat added","4802","2022-10-28"
"2708385","survey_fndds_food","Oatmeal, regular or quick, made with non-dairy milk, no added fat","4802","2022-10-28"
"2708386","survey_fndds_food","Oatmeal, regular or quick, made with non-dairy milk, fat added","4802","2022-10-28"
"2708387","survey_fndds_food","Oatmeal, instant, plain, made with water, no added fat","4802","2022-10-28"
"2708388","survey_fndds_food","Oatmeal, instant, plain, made with water, fat added","4802","2022-10-28"
"2708389","survey_fndds_food","Oatmeal, instant, plain, made with milk, no added fat","4802","2022-10-28"
"2708390","survey_fndds_food","Oatmeal, instant, plain, made with milk, fat added","4802","2022-10-28"
"2708391","survey_fndds_food","Oatmeal, instant, plain, made with non-dairy milk, no added fat","4802","2022-10-28"
"2708392","survey_fndds_food","Oatmeal, instant, plain, made with non-dairy milk, fat added","4802","2022-10-28"
"2708393","survey_fndds_food","Oatmeal, instant, maple flavored, no added fat","4802","2022-10-28"
"2708394","survey_fndds_food","Oatmeal, instant, maple flavored, fat added","4802","2022-10-28"
"2708395","survey_fndds_food","Oatmeal, instant, fruit flavored, no added fat","4802","2022-10-28"
"2708396","survey_fndds_food","Oatmeal, instant, fruit flavored, fat added","4802","2022-10-28"
"2708397","survey_fndds_food","Oatmeal, reduced sugar","4802","2022-10-28"
"2708398","survey_fndds_food","Oatmeal, multigrain","4802","2022-10-28"
"2708399","survey_fndds_food","Quinoa, NS as to fat","4004","2022-10-28"
"2708400","survey_fndds_food","Quinoa, no added fat","4004","2022-10-28"
"2708401","survey_fndds_food","Quinoa, fat added","4004","2022-10-28"
"2708402","survey_fndds_food","Rice, cooked, NFS","4002","2022-10-28"
"2708403","survey_fndds_food","Rice, white, cooked, NS as to fat","4002","2022-10-28"
"2708404","survey_fndds_food","Rice, white, cooked, made with oil","4002","2022-10-28"
"2708405","survey_fndds_food","Rice, white, cooked, made with butter","4002","2022-10-28"
"2708406","survey_fndds_food","Rice, white, cooked, made with margarine","4002","2022-10-28"
"2708407","survey_fndds_food","Rice, white, cooked, fat added, NS as to fat type","4002","2022-10-28"
"2708408","survey_fndds_food","Rice, white, cooked, no added fat","4002","2022-10-28"
"2708409","survey_fndds_food","Rice, brown, cooked, NS as to fat","4002","2022-10-28"
"2708410","survey_fndds_food","Rice, brown, cooked, fat added, made with oil","4002","2022-10-28"
"2708411","survey_fndds_food","Rice, brown, cooked, made with butter","4002","2022-10-28"
"2708412","survey_fndds_food","Rice, brown, cooked, made with margarine","4002","2022-10-28"
"2708413","survey_fndds_food","Rice, brown, cooked, fat added, NS as to fat type","4002","2022-10-28"
"2708414","survey_fndds_food","Rice, brown, cooked, no added fat","4002","2022-10-28"
"2708415","survey_fndds_food","Cream of rice","4804","2022-10-28"
"2708416","survey_fndds_food","Rice, cooked, with milk","4002","2022-10-28"
"2708417","survey_fndds_food","Rice, sweet, cooked with honey","4002","2022-10-28"
"2708418","survey_fndds_food","Congee","4002","2022-10-28"
"2708419","survey_fndds_food","Yellow rice, cooked, NS as to fat","4002","2022-10-28"
"2708420","survey_fndds_food","Yellow rice, cooked, no added fat","4002","2022-10-28"
"2708421","survey_fndds_food","Yellow rice, cooked, fat added","4002","2022-10-28"
"2708422","survey_fndds_food","Rice, white, cooked, glutinous","4002","2022-10-28"
"2708423","survey_fndds_food","Rice, wild, 100%, cooked, NS as to fat","4002","2022-10-28"
"2708424","survey_fndds_food","Rice, wild, 100%, cooked, no added fat","4002","2022-10-28"
"2708425","survey_fndds_food","Rice, wild, 100%, cooked, fat added","4002","2022-10-28"
"2708426","survey_fndds_food","Rice, white and wild, cooked, no added fat","4002","2022-10-28"
"2708427","survey_fndds_food","Rice, brown and wild, cooked, no added fat","4002","2022-10-28"
"2708428","survey_fndds_food","Rice, white and wild, cooked, fat added","4002","2022-10-28"
"2708429","survey_fndds_food","Rice, white and wild, cooked, NS as to fat","4002","2022-10-28"
"2708430","survey_fndds_food","Rice, brown and wild, cooked, fat added","4002","2022-10-28"
"2708431","survey_fndds_food","Rice, brown and wild, cooked, NS as to fat","4002","2022-10-28"
"2708432","survey_fndds_food","Rice, white, cooked with fat, Puerto Rican style","4002","2022-10-28"
"2708433","survey_fndds_food","Cream of wheat, NFS","4804","2022-10-28"
"2708434","survey_fndds_food","Cream of wheat, regular or quick, made with water, no added fat","4804","2022-10-28"
"2708435","survey_fndds_food","Cream of wheat, regular or quick, made with water, fat added","4804","2022-10-28"
"2708436","survey_fndds_food","Cream of wheat, instant, made with water, no added fat","4804","2022-10-28"
"2708437","survey_fndds_food","Cream of wheat, instant, made with water, fat added","4804","2022-10-28"
"2708438","survey_fndds_food","Bulgur, no added fat","4004","2022-10-28"
"2708439","survey_fndds_food","Bulgur, fat added","4004","2022-10-28"
"2708440","survey_fndds_food","Bulgur, NS as to fat","4004","2022-10-28"
"2708441","survey_fndds_food","Couscous, plain, cooked","4004","2022-10-28"
"2708442","survey_fndds_food","Whole wheat cereal, cooked","4804","2022-10-28"
"2708443","survey_fndds_food","Wheat cereal, chocolate flavored, cooked","4804","2022-10-28"
